Chr01	1	3185
Chr01	900001	3162
Chr01	9900001	3136
Chr01	10000001	3742
Chr01	10100001	3059
Chr01	10200001	2744
Chr01	10300001	3224
Chr01	10400001	3530
Chr01	10500001	3209
Chr01	10600001	3471
Chr01	10700001	2755
Chr01	10800001	2251
Chr01	1000001	2801
Chr01	10900001	2970
Chr01	11000001	2764
Chr01	11100001	3017
Chr01	11200001	2711
Chr01	11300001	3236
Chr01	11400001	3252
Chr01	11500001	2329
Chr01	11600001	3125
Chr01	11700001	2979
Chr01	11800001	3540
Chr01	1100001	2490
Chr01	11900001	3610
Chr01	12000001	3446
Chr01	12100001	3032
Chr01	12200001	2982
Chr01	12300001	2432
Chr01	12400001	2935
Chr01	12500001	3495
Chr01	12600001	3541
Chr01	12700001	2878
Chr01	12800001	2570
Chr01	1200001	2533
Chr01	12900001	3004
Chr01	13000001	2947
Chr01	13100001	3365
Chr01	13200001	3051
Chr01	13300001	2935
Chr01	13400001	2912
Chr01	13500001	2805
Chr01	13600001	3228
Chr01	13700001	2696
Chr01	13800001	3380
Chr01	1300001	2669
Chr01	13900001	3048
Chr01	14000001	3373
Chr01	14100001	2852
Chr01	14200001	3744
Chr01	14300001	3206
Chr01	14400001	3844
Chr01	14500001	2398
Chr01	14600001	2468
Chr01	14700001	2776
Chr01	14800001	3170
Chr01	1400001	2065
Chr01	14900001	2116
Chr01	15000001	2546
Chr01	15100001	3003
Chr01	15200001	2369
Chr01	15300001	2672
Chr01	15400001	2926
Chr01	15500001	4043
Chr01	15600001	3198
Chr01	15700001	2490
Chr01	15800001	3931
Chr01	1500001	2919
Chr01	15900001	4720
Chr01	16000001	1654
Chr01	16100001	1858
Chr01	16200001	3253
Chr01	16300001	3893
Chr01	16400001	3396
Chr01	16500001	3803
Chr01	16600001	2979
Chr01	16700001	2751
Chr01	16800001	4176
Chr01	1600001	2582
Chr01	16900001	4005
Chr01	17000001	2781
Chr01	17100001	3022
Chr01	17200001	2496
Chr01	17300001	2592
Chr01	17400001	3710
Chr01	17500001	4510
Chr01	17600001	2552
Chr01	17700001	2982
Chr01	17800001	854
Chr01	1700001	2891
Chr01	17900001	180
Chr01	18000001	75
Chr01	18100001	439
Chr01	18200001	1775
Chr01	18300001	1087
Chr01	18400001	112
Chr01	18500001	798
Chr01	18600001	770
Chr01	18700001	3127
Chr01	18800001	1403
Chr01	1800001	3027
Chr01	18900001	3133
Chr01	19000001	3205
Chr01	19100001	3703
Chr01	19200001	2494
Chr01	19300001	1907
Chr01	19400001	2311
Chr01	19500001	3618
Chr01	19600001	2273
Chr01	19700001	4332
Chr01	19800001	1495
Chr01	100001	2687
Chr01	1900001	2937
Chr01	19900001	888
Chr01	20000001	376
Chr01	20100001	542
Chr01	20200001	2982
Chr01	20300001	2698
Chr01	20400001	3753
Chr01	20500001	4115
Chr01	20600001	2585
Chr01	20700001	3955
Chr01	20800001	3963
Chr01	2000001	2444
Chr01	20900001	2972
Chr01	21000001	3193
Chr01	21100001	3028
Chr01	21200001	2408
Chr01	21300001	3000
Chr01	21400001	4140
Chr01	21500001	1219
Chr01	21600001	2401
Chr01	21700001	2613
Chr01	21800001	3064
Chr01	2100001	3443
Chr01	21900001	2828
Chr01	22000001	4550
Chr01	22100001	4742
Chr01	22200001	3020
Chr01	22300001	2463
Chr01	22400001	3759
Chr01	22500001	3891
Chr01	22600001	2054
Chr01	22700001	1387
Chr01	22800001	1077
Chr01	2200001	3311
Chr01	22900001	1171
Chr01	23000001	3528
Chr01	23100001	1014
Chr01	23200001	1257
Chr01	23300001	846
Chr01	23400001	2041
Chr01	23500001	3208
Chr01	23600001	3240
Chr01	23700001	968
Chr01	23800001	2054
Chr01	2300001	2779
Chr01	23900001	1646
Chr01	24000001	2740
Chr01	24100001	2943
Chr01	24200001	2591
Chr01	24300001	1843
Chr01	24400001	2469
Chr01	24500001	3025
Chr01	24600001	2589
Chr01	24700001	2945
Chr01	24800001	2716
Chr01	2400001	3369
Chr01	24900001	3497
Chr01	25000001	3691
Chr01	25100001	3598
Chr01	25200001	3277
Chr01	25300001	3962
Chr01	25400001	3288
Chr01	25500001	2630
Chr01	25600001	4012
Chr01	25700001	3523
Chr01	25800001	2948
Chr01	2500001	3056
Chr01	25900001	2479
Chr01	26000001	3577
Chr01	26100001	3789
Chr01	26200001	3761
Chr01	26300001	2721
Chr01	26400001	3296
Chr01	26500001	2608
Chr01	26600001	3739
Chr01	26700001	2564
Chr01	26800001	2777
Chr01	2600001	2965
Chr01	26900001	1234
Chr01	27000001	3252
Chr01	27100001	3224
Chr01	27200001	2890
Chr01	27300001	2209
Chr01	27400001	3746
Chr01	27500001	3610
Chr01	27600001	3449
Chr01	27700001	3213
Chr01	27800001	3575
Chr01	2700001	397
Chr01	27900001	2923
Chr01	28000001	3147
Chr01	28100001	2910
Chr01	28200001	3614
Chr01	28300001	3068
Chr01	28400001	2717
Chr01	28500001	2971
Chr01	28600001	4138
Chr01	28700001	2865
Chr01	28800001	3589
Chr01	2800001	623
Chr01	28900001	3441
Chr01	29000001	1852
Chr01	29100001	1677
Chr01	29200001	2475
Chr01	29300001	3659
Chr01	29400001	1868
Chr01	29500001	3047
Chr01	29600001	1650
Chr01	29700001	2633
Chr01	29800001	2908
Chr01	200001	3077
Chr01	2900001	974
Chr01	29900001	3318
Chr01	30000001	2906
Chr01	30100001	3653
Chr01	30200001	3027
Chr01	30300001	2850
Chr01	30400001	3518
Chr01	30500001	3671
Chr01	30600001	2744
Chr01	30700001	3153
Chr01	30800001	2978
Chr01	3000001	3189
Chr01	30900001	2072
Chr01	31000001	1940
Chr01	31100001	898
Chr01	31200001	2075
Chr01	31300001	2545
Chr01	31400001	2921
Chr01	31500001	1420
Chr01	31600001	969
Chr01	31700001	901
Chr01	31800001	2003
Chr01	3100001	3249
Chr01	31900001	3172
Chr01	32000001	3283
Chr01	32100001	3092
Chr01	32200001	3588
Chr01	32300001	3124
Chr01	32400001	2884
Chr01	32500001	3342
Chr01	32600001	3635
Chr01	32700001	3215
Chr01	32800001	3589
Chr01	3200001	2365
Chr01	32900001	3982
Chr01	33000001	4015
Chr01	33100001	2889
Chr01	33200001	2962
Chr01	33300001	2870
Chr01	33400001	3384
Chr01	33500001	3247
Chr01	33600001	2867
Chr01	33700001	3412
Chr01	33800001	3618
Chr01	3300001	632
Chr01	33900001	3429
Chr01	34000001	3093
Chr01	34100001	3103
Chr01	34200001	2313
Chr01	34300001	2841
Chr01	34400001	1003
Chr01	34500001	3383
Chr01	34600001	3388
Chr01	34700001	4183
Chr01	34800001	3170
Chr01	3400001	2339
Chr01	34900001	3574
Chr01	35000001	3085
Chr01	35100001	4897
Chr01	35200001	3972
Chr01	35300001	3396
Chr01	35400001	3825
Chr01	35500001	3703
Chr01	35600001	2879
Chr01	35700001	3470
Chr01	35800001	3966
Chr01	3500001	3150
Chr01	35900001	3842
Chr01	36000001	3661
Chr01	36100001	3457
Chr01	36200001	2915
Chr01	36300001	3804
Chr01	36400001	3365
Chr01	36500001	3879
Chr01	36600001	3917
Chr01	36700001	4490
Chr01	36800001	4292
Chr01	3600001	2137
Chr01	36900001	4422
Chr01	37000001	4189
Chr01	37100001	3387
Chr01	37200001	2462
Chr01	37300001	2993
Chr01	37400001	4020
Chr01	37500001	483
Chr01	37600001	955
Chr01	37700001	516
Chr01	37800001	1818
Chr01	3700001	2725
Chr01	37900001	2589
Chr01	38000001	1792
Chr01	38100001	3178
Chr01	38200001	2848
Chr01	38300001	3375
Chr01	38400001	2566
Chr01	38500001	3693
Chr01	38600001	3485
Chr01	38700001	3156
Chr01	38800001	3498
Chr01	3800001	3076
Chr01	38900001	1511
Chr01	39000001	3580
Chr01	39100001	3432
Chr01	39200001	3131
Chr01	39300001	4546
Chr01	39400001	3610
Chr01	39500001	2434
Chr01	39600001	4221
Chr01	39700001	2793
Chr01	39800001	2966
Chr01	300001	3135
Chr01	3900001	3180
Chr01	39900001	3216
Chr01	40000001	1274
Chr01	40100001	873
Chr01	40200001	1502
Chr01	40300001	2345
Chr01	40400001	1148
Chr01	40500001	1409
Chr01	40600001	723
Chr01	40700001	2038
Chr01	40800001	3383
Chr01	4000001	2912
Chr01	40900001	1674
Chr01	41000001	2228
Chr01	41100001	3296
Chr01	41200001	3525
Chr01	41300001	3318
Chr01	41400001	2066
Chr01	41500001	1647
Chr01	41600001	1163
Chr01	41700001	1715
Chr01	41800001	2785
Chr01	4100001	3127
Chr01	41900001	3504
Chr01	42000001	3449
Chr01	42100001	3869
Chr01	42200001	3484
Chr01	42300001	3178
Chr01	42400001	3061
Chr01	42500001	2907
Chr01	42600001	2199
Chr01	42700001	2079
Chr01	42800001	2916
Chr01	4200001	2388
Chr01	42900001	2181
Chr01	43000001	3712
Chr01	43100001	2438
Chr01	43200001	1265
Chr01	43300001	2520
Chr01	43400001	3548
Chr01	43500001	1919
Chr01	43600001	3152
Chr01	43700001	3026
Chr01	43800001	3345
Chr01	4300001	3226
Chr01	43900001	1748
Chr01	44000001	3017
Chr01	44100001	2460
Chr01	44200001	2161
Chr01	44300001	3484
Chr01	44400001	2960
Chr01	44500001	3263
Chr01	44600001	3284
Chr01	44700001	1077
Chr01	44800001	1207
Chr01	4400001	3072
Chr01	44900001	2714
Chr01	45000001	489
Chr01	45100001	327
Chr01	45200001	1417
Chr01	45300001	674
Chr01	45400001	450
Chr01	45500001	803
Chr01	45600001	959
Chr01	45700001	1080
Chr01	45800001	629
Chr01	4500001	2366
Chr01	45900001	447
Chr01	46000001	2039
Chr01	46100001	994
Chr01	46200001	146
Chr01	46300001	636
Chr01	46400001	1364
Chr01	46500001	1031
Chr01	46600001	1640
Chr01	46700001	1627
Chr01	46800001	1515
Chr01	4600001	3373
Chr01	46900001	2417
Chr01	47000001	2159
Chr01	47100001	1467
Chr01	47200001	1920
Chr01	47300001	2183
Chr01	47400001	2519
Chr01	47500001	904
Chr01	47600001	922
Chr01	47700001	522
Chr01	47800001	1007
Chr01	4700001	3422
Chr01	47900001	1041
Chr01	48000001	686
Chr01	48100001	1015
Chr01	48200001	2773
Chr01	48300001	2324
Chr01	48400001	2584
Chr01	48500001	2837
Chr01	48600001	1341
Chr01	48700001	2978
Chr01	48800001	2951
Chr01	4800001	3197
Chr01	48900001	2857
Chr01	49000001	3237
Chr01	49100001	3204
Chr01	49200001	1747
Chr01	49300001	2719
Chr01	49400001	2627
Chr01	49500001	2176
Chr01	49600001	2358
Chr01	49700001	3130
Chr01	49800001	3220
Chr01	400001	3053
Chr01	4900001	841
Chr01	49900001	2830
Chr01	50000001	2891
Chr01	50100001	2726
Chr01	50200001	3348
Chr01	50300001	3291
Chr01	50400001	2337
Chr01	5000001	1492
Chr01	5100001	1734
Chr01	5200001	3639
Chr01	5300001	2287
Chr01	5400001	2979
Chr01	5500001	2285
Chr01	5600001	3558
Chr01	5700001	3090
Chr01	5800001	2943
Chr01	500001	3014
Chr01	5900001	3175
Chr01	6000001	3127
Chr01	6100001	2656
Chr01	6200001	3320
Chr01	6300001	3262
Chr01	6400001	3598
Chr01	6500001	3486
Chr01	6600001	2978
Chr01	6700001	2903
Chr01	6800001	2915
Chr01	600001	2309
Chr01	6900001	3119
Chr01	7000001	2986
Chr01	7100001	3166
Chr01	7200001	2863
Chr01	7300001	3587
Chr01	7400001	3070
Chr01	7500001	3043
Chr01	7600001	3028
Chr01	7700001	2957
Chr01	7800001	3036
Chr01	700001	2922
Chr01	7900001	3033
Chr01	8000001	3609
Chr01	8100001	3006
Chr01	8200001	3117
Chr01	8300001	2664
Chr01	8400001	2749
Chr01	8500001	3659
Chr01	8600001	3163
Chr01	8700001	3345
Chr01	8800001	3384
Chr01	800001	2608
Chr01	8900001	3114
Chr01	9000001	3435
Chr01	9100001	3216
Chr01	9200001	3140
Chr01	9300001	2809
Chr01	9400001	3108
Chr01	9500001	3385
Chr01	9600001	3345
Chr01	9700001	2925
Chr01	9800001	2936
Chr02	1	2890
Chr02	900001	3285
Chr02	9900001	2207
Chr02	10000001	3434
Chr02	10100001	2635
Chr02	10200001	3028
Chr02	10300001	2914
Chr02	10400001	2947
Chr02	10500001	3061
Chr02	10600001	2950
Chr02	10700001	2792
Chr02	10800001	3118
Chr02	1000001	3479
Chr02	10900001	2572
Chr02	11000001	2417
Chr02	11100001	3009
Chr02	11200001	1875
Chr02	11300001	2227
Chr02	11400001	2743
Chr02	11500001	2919
Chr02	11600001	3370
Chr02	11700001	2728
Chr02	11800001	3194
Chr02	1100001	2809
Chr02	11900001	2585
Chr02	12000001	3400
Chr02	12100001	3146
Chr02	12200001	2742
Chr02	12300001	3177
Chr02	12400001	3378
Chr02	12500001	2780
Chr02	12600001	3384
Chr02	12700001	2672
Chr02	12800001	2790
Chr02	1200001	3089
Chr02	12900001	2974
Chr02	13000001	2795
Chr02	13100001	1614
Chr02	13200001	3148
Chr02	13300001	2811
Chr02	13400001	3055
Chr02	13500001	2508
Chr02	13600001	3398
Chr02	13700001	3297
Chr02	13800001	4032
Chr02	1300001	3100
Chr02	13900001	3596
Chr02	14000001	1439
Chr02	14100001	2675
Chr02	14200001	3305
Chr02	14300001	3107
Chr02	14400001	2613
Chr02	14500001	4328
Chr02	14600001	3456
Chr02	14700001	2360
Chr02	14800001	2776
Chr02	1400001	3459
Chr02	14900001	1978
Chr02	15000001	2725
Chr02	15100001	2520
Chr02	15200001	3355
Chr02	15300001	3918
Chr02	15400001	3566
Chr02	15500001	2679
Chr02	15600001	3058
Chr02	15700001	3684
Chr02	15800001	3436
Chr02	1500001	2796
Chr02	15900001	2699
Chr02	16000001	3120
Chr02	16100001	2259
Chr02	16200001	3079
Chr02	16300001	2949
Chr02	16400001	2888
Chr02	16500001	1818
Chr02	16600001	3186
Chr02	16700001	1968
Chr02	16800001	2445
Chr02	1600001	1057
Chr02	16900001	3146
Chr02	17000001	1946
Chr02	17100001	327
Chr02	17200001	529
Chr02	17300001	2491
Chr02	17400001	2539
Chr02	17500001	1903
Chr02	17600001	1494
Chr02	17700001	686
Chr02	17800001	1767
Chr02	1700001	2658
Chr02	17900001	1817
Chr02	18000001	2124
Chr02	18100001	258
Chr02	18200001	826
Chr02	18300001	394
Chr02	18400001	161
Chr02	18500001	253
Chr02	18600001	27
Chr02	18700001	52
Chr02	18800001	226
Chr02	1800001	3033
Chr02	18900001	696
Chr02	19000001	934
Chr02	19100001	1633
Chr02	19200001	1467
Chr02	19300001	4562
Chr02	19400001	2963
Chr02	19500001	3596
Chr02	19600001	1475
Chr02	19700001	1288
Chr02	19800001	2581
Chr02	100001	3160
